"LOCATION","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2020","2020",,,"0","Units",,,6.37913709062391,,
"DNK","Denmark","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2021","2021",,,"0","Units",,,6.03974705841534,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2000","2000",,,"0","Units",,,22.3486644818478,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2001","2001",,,"0","Units",,,22.6595012126848,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2002","2002",,,"0","Units",,,22.9872126558266,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2003","2003",,,"0","Units",,,23.7372337329599,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2004","2004",,,"0","Units",,,23.4475307363018,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2005","2005",,,"0","Units",,,22.7392559662181,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2006","2006",,,"0","Units",,,21.6682293549609,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2007","2007",,,"0","Units",,,21.4628064301357,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2008","2008",,,"0","Units",,,21.5984734137486,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2009","2009",,,"0","Units",,,24.2731364440715,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2010","2010",,,"0","Units",,,24.8365255729796,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2011","2011",,,"0","Units",,,24.6926988035191,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2012","2012",,,"0","Units",,,24.5804456969263,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2013","2013",,,"0","Units",,,24.5241038609987,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2014","2014",,,"0","Units",,,23.9981022357971,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2015","2015",,,"0","Units",,,23.4847417690581,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2016","2016",,,"0","Units",,,22.8921680767448,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2017","2017",,,"0","Units",,,22.2290420051173,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2018","2018",,,"0","Units",,,21.8685681700776,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2019","2019",,,"0","Units",,,21.6726866494559,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2020","2020",,,"0","Units",,,22.4550393397455,,
"DNK","Denmark","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2021","2021",,,"0","Units",,,21.1331646475153,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2000","2000",,,"0","Units",,,47.9449143225693,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2001","2001",,,"0","Units",,,47.2771524186188,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2002","2002",,,"0","Units",,,48.4698894171841,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2003","2003",,,"0","Units",,,49.340028599859,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2004","2004",,,"0","Units",,,49.1231937918089,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2005","2005",,,"0","Units",,,49.0196554676447,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2006","2006",,,"0","Units",,,48.0696599709654,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2007","2007",,,"0","Units",,,46.569769928156,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2008","2008",,,"0","Units",,,47.8758397034978,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2009","2009",,,"0","Units",,,54.091676891503,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2010","2010",,,"0","Units",,,53.9068687115651,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2011","2011",,,"0","Units",,,53.6576127031586,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2012","2012",,,"0","Units",,,55.4405407959729,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2013","2013",,,"0","Units",,,56.8233319139981,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2014","2014",,,"0","Units",,,57.27680923358,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2015","2015",,,"0","Units",,,56.4917094401211,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2016","2016",,,"0","Units",,,55.6478084572311,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2017","2017",,,"0","Units",,,53.6343188938626,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2018","2018",,,"0","Units",,,53.3817066588995,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2019","2019",,,"0","Units",,,53.3419773365908,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2020","2020",,,"0","Units",,,57.1875078768936,,
"FIN","Finland","TLYCGTGS13S","General government expenditure by function, total expenditure, percentage of GDP","2021","2021",,,"0","Units",,,55.632951653944,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2000","2000",,,"0","Units",,,7.50502044824907,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2001","2001",,,"0","Units",,,7.40313079071826,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2002","2002",,,"0","Units",,,6.99594574572687,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2003","2003",,,"0","Units",,,7.11569763227435,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2004","2004",,,"0","Units",,,7.00878065987226,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2005","2005",,,"0","Units",,,7.04184301128808,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2006","2006",,,"0","Units",,,6.8676726606014,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2007","2007",,,"0","Units",,,6.6535879233664,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2008","2008",,,"0","Units",,,6.96213934573907,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2009","2009",,,"0","Units",,,7.72832563948786,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2010","2010",,,"0","Units",,,7.65641028366721,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2011","2011",,,"0","Units",,,7.9738179173527,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2012","2012",,,"0","Units",,,8.1572048926317,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2013","2013",,,"0","Units",,,8.27276687173614,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2014","2014",,,"0","Units",,,8.25338211767208,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2015","2015",,,"0","Units",,,8.36530501218157,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2016","2016",,,"0","Units",,,7.93451576421262,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2017","2017",,,"0","Units",,,7.76708896558124,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2018","2018",,,"0","Units",,,8.00430048573215,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2019","2019",,,"0","Units",,,7.9968147820794,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2020","2020",,,"0","Units",,,8.39445802770986,,
"FIN","Finland","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2021","2021",,,"0","Units",,,8.0864344783715,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2000","2000",,,"0","Units",,,1.38960144237112,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2001","2001",,,"0","Units",,,1.29158945708991,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2002","2002",,,"0","Units",,,1.29978583839554,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2003","2003",,,"0","Units",,,1.39836176844658,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2004","2004",,,"0","Units",,,1.48024036583983,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2005","2005",,,"0","Units",,,1.52349608651563,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2006","2006",,,"0","Units",,,1.42165566782535,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2007","2007",,,"0","Units",,,1.35135135135135,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2008","2008",,,"0","Units",,,1.43618253416725,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2009","2009",,,"0","Units",,,1.58627102510633,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2010","2010",,,"0","Units",,,1.49726537793062,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2011","2011",,,"0","Units",,,1.37122597197952,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2012","2012",,,"0","Units",,,1.48828325134179,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2013","2013",,,"0","Units",,,1.46240474547403,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2014","2014",,,"0","Units",,,1.38378033514261,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2015","2015",,,"0","Units",,,1.30567448021383,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2016","2016",,,"0","Units",,,1.32724648075102,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2017","2017",,,"0","Units",,,1.24347660858768,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2018","2018",,,"0","Units",,,1.1916286162202,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2019","2019",,,"0","Units",,,1.15109773282525,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2020","2020",,,"0","Units",,,1.39641569833388,,
"FIN","Finland","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2021","2021",,,"0","Units",,,1.19155534351145,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2000","2000",,,"0","Units",,,1.28845956523651,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2001","2001",,,"0","Units",,,1.28121802140664,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2002","2002",,,"0","Units",,,1.24725563352774,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2003","2003",,,"0","Units",,,1.29753738080646,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2004","2004",,,"0","Units",,,1.250960581514,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2005","2005",,,"0","Units",,,1.27818224875066,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2006","2006",,,"0","Units",,,1.22674193305841,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2007","2007",,,"0","Units",,,1.1802942182689,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2008","2008",,,"0","Units",,,1.24314724731681,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2009","2009",,,"0","Units",,,1.3942458472492,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2010","2010",,,"0","Units",,,1.45102395518303,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2011","2011",,,"0","Units",,,1.33789230194244,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2012","2012",,,"0","Units",,,1.35994866616593,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2013","2013",,,"0","Units",,,1.34787907263571,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2014","2014",,,"0","Units",,,1.28469721648936,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2015","2015",,,"0","Units",,,1.23944461527545,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2016","2016",,,"0","Units",,,1.18656846789691,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2017","2017",,,"0","Units",,,1.12681782228094,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2018","2018",,,"0","Units",,,1.10938825162125,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2019","2019",,,"0","Units",,,1.17402796654687,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2020","2020",,,"0","Units",,,1.15863853670422,,
"FIN","Finland","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2021","2021",,,"0","Units",,,1.15617048346056,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2000","2000",,,"0","Units",,,4.79177965729028,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2001","2001",,,"0","Units",,,4.59316314959759,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2002","2002",,,"0","Units",,,4.91494147596406,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2003","2003",,,"0","Units",,,4.73676927030821,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2004","2004",,,"0","Units",,,4.70590458433591,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2005","2005",,,"0","Units",,,4.69253796595967,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2006","2006",,,"0","Units",,,4.65190257783536,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2007","2007",,,"0","Units",,,4.42396510434485,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2008","2008",,,"0","Units",,,4.63645020976501,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2009","2009",,,"0","Units",,,4.95358933022278,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2010","2010",,,"0","Units",,,4.85375485667817,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2011","2011",,,"0","Units",,,4.77227042697401,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2012","2012",,,"0","Units",,,4.86427871486343,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2013","2013",,,"0","Units",,,4.82035620420808,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2014","2014",,,"0","Units",,,4.89663939061465,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2015","2015",,,"0","Units",,,4.73259692031128,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2016","2016",,,"0","Units",,,4.50537426787668,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2017","2017",,,"0","Units",,,4.30356030242907,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2018","2018",,,"0","Units",,,4.18569188990071,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2019","2019",,,"0","Units",,,4.21082473796997,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2020","2020",,,"0","Units",,,5.19118796158597,,
"FIN","Finland","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2021","2021",,,"0","Units",,,5.04134860050891,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2000","2000",,,"0","Units",,,0.312953489394761,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2001","2001",,,"0","Units",,,0.300080205769284,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2002","2002",,,"0","Units",,,0.297671160917528,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2003","2003",,,"0","Units",,,0.302473162920349,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2004","2004",,,"0","Units",,,0.284710061855151,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2005","2005",,,"0","Units",,,0.313928846842799,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2006","2006",,,"0","Units",,,0.314059815959791,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2007","2007",,,"0","Units",,,0.319128463906945,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2008","2008",,,"0","Units",,,0.305767894371091,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2009","2009",,,"0","Units",,,0.340583338376975,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2010","2010",,,"0","Units",,,0.276385515272957,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2011","2011",,,"0","Units",,,0.242426691178699,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2012","2012",,,"0","Units",,,0.246720752896233,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2013","2013",,,"0","Units",,,0.255480347100885,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2014","2014",,,"0","Units",,,0.251816121065071,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2015","2015",,,"0","Units",,,0.236062161458949,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2016","2016",,,"0","Units",,,0.226647909598286,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2017","2017",,,"0","Units",,,0.200175871958144,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2018","2018",,,"0","Units",,,0.197890877316223,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2019","2019",,,"0","Units",,,0.193447789942383,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2020","2020",,,"0","Units",,,0.228114838807249,,
"FIN","Finland","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2021","2021",,,"0","Units",,,0.230200381679389,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2000","2000",,,"0","Units",,,0.428020697439205,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2001","2001",,,"0","Units",,,0.417623143513013,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2002","2002",,,"0","Units",,,0.387915359023746,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2003","2003",,,"0","Units",,,0.332786377504959,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2004","2004",,,"0","Units",,,0.304866526411267,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2005","2005",,,"0","Units",,,0.271423973962729,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2006","2006",,,"0","Units",,,0.28051383193462,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2007","2007",,,"0","Units",,,0.323939445774889,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2008","2008",,,"0","Units",,,0.3984248320593,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2009","2009",,,"0","Units",,,0.489141498896818,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2010","2010",,,"0","Units",,,0.48686371536544,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2011","2011",,,"0","Units",,,0.508590995868645,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2012","2012",,,"0","Units",,,0.431761317568408,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2013","2013",,,"0","Units",,,0.395945595411142,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2014","2014",,,"0","Units",,,0.392949148610178,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2015","2015",,,"0","Units",,,0.406367528443362,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2016","2016",,,"0","Units",,,0.311698342206162,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2017","2017",,,"0","Units",,,0.323462998395942,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2018","2018",,,"0","Units",,,0.302404673994055,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2019","2019",,,"0","Units",,,0.318938705400695,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2020","2020",,,"0","Units",,,0.328518975961821,,
"FIN","Finland","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2021","2021",,,"0","Units",,,0.401160941475827,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2000","2000",,,"0","Units",,,5.71891353102417,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2001","2001",,,"0","Units",,,5.84534115109108,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2002","2002",,,"0","Units",,,6.19519685357542,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2003","2003",,,"0","Units",,,6.41915267975407,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2004","2004",,,"0","Units",,,6.47715390720468,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2005","2005",,,"0","Units",,,6.65869194289774,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2006","2006",,,"0","Units",,,6.67218054679954,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2007","2007",,,"0","Units",,,6.46542507697571,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2008","2008",,,"0","Units",,,6.70012611638741,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2009","2009",,,"0","Units",,,7.40755005584686,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2010","2010",,,"0","Units",,,7.32953126079631,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2011","2011",,,"0","Units",,,7.36371074455298,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2012","2012",,,"0","Units",,,7.71201321149838,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2013","2013",,,"0","Units",,,7.82934695895185,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2014","2014",,,"0","Units",,,7.81016641130611,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2015","2015",,,"0","Units",,,7.28812356600516,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2016","2016",,,"0","Units",,,7.17917597624105,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2017","2017",,,"0","Units",,,7.01190007998197,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2018","2018",,,"0","Units",,,7.07309969074196,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2019","2019",,,"0","Units",,,7.13505490748693,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2020","2020",,,"0","Units",,,7.62651341382468,,
"FIN","Finland","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2021","2021",,,"0","Units",,,7.70395992366412,,
"FIN","Finland","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2000","2000",,,"0","Units",,,1.12502015508421,,
"FIN","Finland","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2001","2001",,,"0","Units",,,1.06341787205797,,
"FIN","Finland","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2002","2002",,,"0","Units",,,1.08629769809948,,
"FIN","Finland","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2003","2003",,,"0","Units",,,1.10511436648676,,
